query_id,program_id,in_production,production_rank,in_final,final_rank,in_keyword,keyword_rank,keyword_score,in_broad,broad_rank,broad_score,broad_matched_groups,in_expected
Q14,BIZINFO:PBLN_000000000126134,false,,false,,false,,,true,3,7,G1:보증수수료 | G2:대출,false
Q15,BIZINFO:PBLN_000000000117068,false,,false,,false,,,true,6,5,G3:대출,false
Q15,BIZINFO:PBLN_000000000117188,false,,false,,true,4,1,false,,,,false
Q15,BIZINFO:PBLN_000000000117510,false,,false,,false,,,true,9,5,G3:대출,false
Q15,BIZINFO:PBLN_000000000117549,false,,false,,true,9,1,false,,,,false
Q15,BIZINFO:PBLN_000000000117576,false,,false,,false,,,true,3,7,G3:대출,false
Q15,BIZINFO:PBLN_000000000117597,false,,false,,true,1,1,false,,,,false
Q15,BIZINFO:PBLN_000000000118064,false,,false,,true,5,1,false,,,,false
Q15,BIZINFO:PBLN_000000000118093,false,,false,,false,,,true,10,5,G3:대출,false
Q15,BIZINFO:PBLN_000000000118131,false,,false,,true,2,1,false,,,,false
Q15,BIZINFO:PBLN_000000000119095,false,,false,,true,10,1,false,,,,false
Q15,BIZINFO:PBLN_000000000119239,false,,false,,true,8,1,true,5,5,G3:대출,false
Q15,BIZINFO:PBLN_000000000119919,false,,false,,false,,,true,2,7,G3:대출,false
Q15,BIZINFO:PBLN_000000000120138,false,,false,,true,6,1,false,,,,false
Q15,BIZINFO:PBLN_000000000121832,false,,false,,false,,,true,1,7,G3:대출,false
Q15,BIZINFO:PBLN_000000000123327,false,,false,,false,,,true,4,5,G3:대출,false
Q15,BIZINFO:PBLN_000000000124560,false,,false,,true,7,1,false,,,,false
Q15,BIZINFO:PBLN_000000000125737,false,,false,,false,,,true,7,5,G3:대출,false
Q15,BIZINFO:PBLN_000000000125893,false,,false,,false,,,true,11,5,G3:대출,false
Q15,BIZINFO:PBLN_000000000126058,false,,false,,false,,,true,8,5,G3:대출,false
Q15,BIZINFO:PBLN_000000000126134,false,,false,,true,3,1,false,,,,false
Q16,BIZINFO:PBLN_000000000121103,false,,false,,false,,,true,3,2,G1:반려동물,false
Q16,BIZINFO:PBLN_000000000125787,false,,false,,true,2,1,true,2,5,G1:반려동물,false
Q16,BIZINFO:PBLN_000000000125896,false,,false,,true,3,1,false,,,,false
Q16,BIZINFO:PBLN_000000000125936,false,,false,,true,4,1,false,,,,false
Q16,BIZINFO:PBLN_000000000126181,false,,false,,true,1,1,true,1,5,G1:반려동물,false
